longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,median_house_value (Predicted),ocean_proximity
-121.92,36.61,27,3044,661,1229,618,3.1359,244199,268000,NEAR OCEAN
-118.32,33.93,37,2379,462,1327,445,4.25,219493,172100,<1H OCEAN
-118.94,34.18,24,3689,585,1898,581,5.9224,282139.04,239400,<1H OCEAN
-117.06,32.61,34,4325,1015,2609,979,2.8489,143576,128300,NEAR OCEAN
-118.31,34.03,47,1315,,785,245,1.23,158760.01,138400,<1H OCEAN
-117.69,33.6,17,2150,361,1194,335,5.4622,262220.03,227000,<1H OCEAN
-121.64,36.7,32,4089,735,2927,713,4.1675,195461,142500,<1H OCEAN
-117.7,34.06,7,732,145,431,132,2.9107,153571,95300,INLAND
-122.43,37.76,52,2242,459,751,464,4.75,359329.07,500001,NEAR BAY
-117.26,34.24,10,4750,844,1220,428,4.5536,141244,132400,INLAND
-118.32,34.03,35,3189,935,2221,801,2.1046,209349.01,114000,<1H OCEAN
-120.06,36.97,35,1859,428,1208,399,1.4044,54721,61700,INLAND
-122.44,37.72,52,1380,272,847,284,3.7143,279057.02,260000,NEAR BAY
-121.9,37.66,18,7397,1137,3126,1115,6.4994,278638,323000,INLAND
-117.72,34.1,46,2477,458,1034,455,5.5,361656.14,289700,INLAND
-120.08,36.97,13,3356,589,1458,601,3.8257,122823,94200,INLAND
-118.19,33.86,35,1133,296,774,271,2.2381,148119,137500,<1H OCEAN
-117.83,33.66,16,1574,385,515,363,5.3423,281172.01,291700,<1H OCEAN
-118.35,33.95,42,1779,431,1507,380,2.8892,166506,159800,<1H OCEAN
-118.25,33.79,39,981,286,1183,298,1.9208,115116,139800,NEAR OCEAN
-122.36,40.58,17,1220,275,800,261,1.9181,82483,118800,INLAND
-121.83,37.4,27,1145,150,492,160,5.716,300801.01,348300,<1H OCEAN
-119.23,34.3,18,1713,244,690,239,6.9483,393430.34,404300,NEAR OCEAN
-122.71,38.44,52,988,283,475,242,1.3684,202836,258300,<1H OCEAN
-119.79,36.85,11,2596,619,1765,539,1.9511,79595,54000,INLAND
-118,33.81,33,2970,547,1869,539,4.3636,214941.02,201800,<1H OCEAN
-118.22,33.82,30,1680,469,1779,429,3.6086,192159,146300,NEAR OCEAN
-117.97,34.01,33,3530,700,2959,679,3.7459,181112,152900,<1H OCEAN
-122.41,37.62,49,1464,302,636,259,4.25,316453.07,284100,NEAR OCEAN
-118.35,34.06,52,1368,322,617,303,5.3819,313051.02,440900,<1H OCEAN
-121.7,39.37,32,1852,373,911,365,1.7885,69706,57000,INLAND
-120.31,38.02,11,2366,398,1046,387,3.8203,131799,139700,INLAND
-117.35,34.11,34,2104,388,1578,365,3.0833,96795,88400,INLAND
-117.22,33.22,16,2134,643,1555,560,1.7217,130457,175000,<1H OCEAN
-122.32,38.12,12,5382,928,3928,921,5.3785,235261,150600,NEAR BAY
-118.19,34.12,52,679,132,483,163,4.2344,230254.01,162500,<1H OCEAN
-121.81,37.25,12,2070,587,1216,532,4.1926,227831,244500,<1H OCEAN
-117.11,32.71,30,1729,457,1673,460,1.7,100899,85900,NEAR OCEAN
-122.2,37.81,45,2964,436,1067,426,6.7851,430140.36,323500,NEAR BAY
-122.25,37.48,37,3507,569,1663,608,5.0863,366569.03,440300,NEAR OCEAN
-117.2,33.29,12,6358,1182,2778,1020,4.0357,214634.02,295900,<1H OCEAN
-121.06,39.21,52,1452,309,637,299,2.2083,91550,103900,INLAND
-122.17,37.77,30,3326,746,1704,703,2.875,176349.01,135300,NEAR BAY
-121.93,37.49,5,1150,311,648,245,3.5714,190596,300000,<1H OCEAN
-122.26,37.8,20,2373,779,1659,676,1.6929,205814.01,115000,NEAR BAY
-122.03,38.27,24,3580,735,1959,731,2.7284,125270,118500,INLAND
-117.8,33.7,5,1549,378,735,355,5.2923,260516.03,194000,<1H OCEAN
-122.37,37.59,52,2272,403,963,376,5.7245,389123.09,500000,NEAR OCEAN
-117.09,32.75,30,1899,546,1620,493,1.6034,120062,84400,NEAR OCEAN
-122.03,37.37,41,2123,425,1032,435,4.6957,322299.01,284800,<1H OCEAN
-118.45,34.03,45,727,168,520,175,2.6528,260350.01,300000,<1H OCEAN
-121.98,36.97,21,3349,737,1952,718,3.7273,268537,251900,NEAR OCEAN
-122.03,38.28,15,5114,833,2418,778,4.4882,157888,144000,INLAND
-118.12,34.17,37,2705,676,1551,608,2.2692,102826,225000,INLAND
-122.14,37.43,52,1944,308,696,293,8.2664,491708.92,500001,NEAR BAY
-117.1,32.9,16,2994,445,1047,437,5.149,247914,184300,<1H OCEAN
-117.13,32.73,52,1148,214,481,215,5.454,365407.21,240900,NEAR OCEAN
-122.21,37.78,47,881,248,753,241,2.625,143372,111300,NEAR BAY
-119.76,36.71,29,1745,441,1530,391,1.5611,52259,44400,INLAND
-118.44,34.05,22,3970,871,1588,791,4.8618,427797.53,500001,<1H OCEAN
-117.62,34.08,30,1372,235,1047,225,3.1597,125106,116300,INLAND
-118.33,33.84,36,1364,251,668,245,5.3131,271941.01,314100,<1H OCEAN
-118.31,34.08,30,1390,457,1460,423,2.2422,219852.07,254500,<1H OCEAN
-117.91,33.69,30,2704,426,1289,423,5.2815,243854.01,229500,<1H OCEAN
-117.73,34.1,37,3457,,1344,530,5.8891,299613.02,226000,INLAND
-117.25,32.76,38,2331,493,836,433,4.9125,384803.23,452600,NEAR OCEAN
-121.31,37.97,42,1824,277,720,309,5.1915,266446,183700,INLAND
-117.26,33.04,16,3109,450,1433,453,6.6319,388360.16,269600,NEAR OCEAN
-118.39,34.23,43,1193,299,1184,320,2.1518,171297,161600,<1H OCEAN
-122.2,37.78,52,2300,443,1225,423,3.5398,231562,158400,NEAR BAY
-118.46,34.26,36,1394,254,761,262,4.9485,217940,217100,<1H OCEAN
-122.04,36.98,33,797,125,385,133,6.7974,394395.22,367600,NEAR OCEAN
-120.64,35.26,21,3298,716,1862,687,2.1507,191393,221500,NEAR OCEAN
-118.2,34.05,43,1165,317,1279,303,1.9615,131817,141700,<1H OCEAN
-122.43,37.73,52,1386,276,729,274,3.6694,289554.03,275500,NEAR BAY
-118.16,33.72,29,2743,708,1059,651,3.625,337759.03,500000,NEAR OCEAN
-117.93,33.8,34,3903,717,2054,716,4.2731,218590,218000,<1H OCEAN
-121.32,38.65,23,2628,499,1210,453,3.0952,128351,157700,INLAND
-117.97,33.68,16,4508,598,2221,623,7.3731,358611.03,390800,<1H OCEAN
-116.85,34.26,18,6988,1635,2044,726,2.4308,99651,90600,INLAND
-116.89,32.67,9,2652,393,1355,362,6.2578,280112.01,293100,<1H OCEAN
-117.27,33.05,15,3333,808,1371,737,2.9083,201429.01,122400,NEAR OCEAN
-117.78,33.87,16,5609,952,2624,934,5.3307,230661,169600,<1H OCEAN
-116.19,33.69,11,5692,1346,5682,1273,2.5383,105461,74000,INLAND
-117.83,33.87,5,6971,1449,3521,1423,5.2131,224177,243900,<1H OCEAN
-117.05,32.63,31,4911,861,2334,843,4.1958,154106,160100,NEAR OCEAN
-117,32.74,17,2357,599,1423,510,1.8856,125760,118800,<1H OCEAN
-119.27,36.32,6,2881,518,1432,504,4.0806,123852,110200,INLAND
-121.88,37.33,36,1904,689,3561,632,2.0972,188035,187500,<1H OCEAN
-118.02,34.13,32,3308,718,1803,667,3.9464,207204,273600,INLAND
-122.53,37.63,27,2589,658,1386,608,2.9087,271938,228200,NEAR OCEAN
-118.18,34.1,10,1940,445,763,412,4.975,243734.03,166700,<1H OCEAN
-118.41,34.04,52,2113,332,800,327,11.1768,500001,500001,<1H OCEAN
-121.97,36.97,15,2849,668,1546,582,2.7587,213170,228600,NEAR OCEAN
-123.35,39.42,18,1619,346,904,295,2.1625,107322,77200,<1H OCEAN
-121.28,37.94,48,1766,444,1406,421,1.7039,63976,52700,INLAND
-122.31,40.49,18,4026,718,1731,705,3.35,118432,118400,INLAND
-118.07,33.9,45,1776,353,1180,337,4.6406,218041,169200,<1H OCEAN
-119.71,34.43,18,1170,372,681,346,2.1974,223501,255000,<1H OCEAN
-118.3,33.75,48,1958,386,1098,380,4.625,287293.03,273400,<1H OCEAN
-116.46,33.82,6,4863,920,3010,828,3.9508,134815,104200,INLAND
-117.38,34.2,16,193,45,312,76,3.7578,140101.99,137500,INLAND
-123.37,39.43,32,2780,470,1281,479,3.588,168495,96000,<1H OCEAN
-118.27,34.11,36,1832,539,934,486,3.0521,194297,276600,<1H OCEAN
-118.37,34.04,42,1809,424,1094,382,2.767,202760,143000,<1H OCEAN
-122.11,37.05,18,3337,549,1449,519,5.1412,310479.06,315800,NEAR OCEAN
-122.03,37.27,32,4350,645,1551,609,7.8279,453152.29,500001,<1H OCEAN
-121.43,37.78,24,807,174,585,166,2.6181,113255,163500,INLAND
-121.18,39.23,8,2112,360,782,344,3.7125,155511,175000,INLAND
-118.62,34.17,32,1491,355,756,296,3.0404,208295.01,262800,<1H OCEAN
-118.17,34.87,9,1507,293,761,278,3.0184,110663,87900,INLAND
-122.5,37.74,44,2082,470,1154,403,4.3611,294394.01,268100,NEAR OCEAN
-118.21,33.97,35,1863,537,2274,510,2.1005,143749,171300,<1H OCEAN
-121.03,37.66,31,887,217,614,199,2.1528,102184,75500,INLAND
-122.53,37.96,35,908,194,413,197,3.9917,274240,290800,NEAR BAY
-118.03,33.97,36,1601,290,715,284,4.8152,211642,232400,<1H OCEAN
-121.78,38.55,12,10509,2186,5633,2138,2.9605,138654,204300,INLAND
-118.27,34.09,52,1079,222,439,201,4.625,298207.03,230800,<1H OCEAN
-118.16,33.84,36,1348,234,643,221,3.6447,192231,211000,<1H OCEAN
-118.71,34.3,23,1983,280,978,287,6.3199,295425.01,236700,<1H OCEAN
-122.28,37.84,50,2082,492,1131,473,1.6424,113591,108900,NEAR BAY
-118.37,34.43,11,17339,2866,8721,2803,5.9507,236089.01,225200,INLAND
-118.31,33.93,35,1580,266,926,282,5.0653,193730,158000,<1H OCEAN
-122.16,37.45,19,2207,810,1304,775,2.1406,189980.01,402500,NEAR BAY
-116.99,34.88,23,6060,1165,2920,1072,3.1528,103709,69000,INLAND
-121.97,37.79,16,3873,484,1451,501,6.7857,356007.11,341300,<1H OCEAN
-122.08,37.88,24,2059,462,410,294,2.3971,151370.02,99400,NEAR BAY
-122.26,37.9,52,1927,279,705,288,7.8864,416023.37,357300,NEAR BAY
-118.29,34.06,46,1759,1012,2716,877,2.1637,205147,350000,<1H OCEAN
-118.98,35.38,34,1020,247,795,228,1.625,53849,50800,INLAND
-118.29,34.03,42,1680,557,2099,526,1.9167,151539,136400,<1H OCEAN
-117.26,33.86,16,1171,235,659,216,3.1103,123856,110000,INLAND
-122.7,38.36,11,5817,878,2538,876,4.221,214302,227100,<1H OCEAN
-117.03,32.65,14,1111,142,472,145,7.6344,376070.24,290500,NEAR OCEAN
-119.46,36.25,32,1702,348,1016,350,2.5,78644,73600,INLAND
-121.79,39.48,39,1105,180,408,166,3.3929,95131,82100,INLAND
-121.23,38.65,19,2926,476,1349,480,4.6437,197817,212900,INLAND
-119.32,36.32,35,2316,387,849,378,4.3816,130058.97,88600,INLAND
-117.43,33.93,15,4836,1368,3012,1240,2.1865,98471,129300,INLAND
-118.23,33.96,42,1977,570,2406,557,2.5913,147377,151600,<1H OCEAN
-119.03,34.21,11,4528,729,2398,684,5.3044,254734.01,319000,<1H OCEAN
-118.32,34.02,47,1648,346,1120,338,2.0042,133145,114200,<1H OCEAN
-122.49,37.74,52,2302,457,1154,424,4.5744,333721.09,315200,NEAR OCEAN
-121.96,37.33,26,3269,788,1427,696,4.2136,263799,288300,<1H OCEAN
-122.43,37.76,52,1582,353,868,329,3.8261,308687,250000,NEAR BAY
-117.96,34.08,33,4151,850,3563,848,3.1912,184977,159900,<1H OCEAN
-117.9,33.9,19,2176,414,1002,402,4.9743,230634,193500,<1H OCEAN
-117.03,32.72,37,2192,455,1515,446,3.0588,130156,120600,NEAR OCEAN
-118.21,33.96,48,284,104,422,119,1.2826,147666,145500,<1H OCEAN
-122.67,38.31,28,1915,419,930,342,3.7875,226172.02,292700,<1H OCEAN
-116.63,33.89,22,1540,364,610,268,1.5227,66653,71000,INLAND
-118.2,34.13,50,2929,588,1931,574,3.3438,221639.02,173600,<1H OCEAN
-122.11,37.99,16,3913,710,1782,676,5.1297,239712.01,206700,NEAR BAY
-118.31,34.07,40,2657,794,2149,749,2.2653,212295.01,445000,<1H OCEAN
-119.68,36.79,16,1551,,1010,292,3.5417,102687,71300,INLAND
-117.07,32.67,35,3200,725,1723,610,1.8977,128632,95600,NEAR OCEAN
-122.4,37.72,47,1167,250,953,253,4.2727,257746.02,241900,NEAR BAY
-119.81,34.44,23,3172,588,1467,559,4.6806,241802.01,288900,NEAR OCEAN
-121.29,37.96,48,1778,541,1237,462,1.3438,69730,103100,INLAND
-117.25,32.74,36,3548,956,1648,866,2.6962,208557,288200,NEAR OCEAN
-118.36,33.89,37,1719,426,1266,424,3.375,226372,228000,<1H OCEAN
-118.33,34.18,48,2122,385,926,362,5.6975,323452,231400,<1H OCEAN
-117.9,33.61,44,1469,312,507,266,3.4937,320349.32,500001,<1H OCEAN
-118.24,34.07,27,223,80,249,82,1.6136,198212.01,137500,<1H OCEAN
-121.43,37.74,52,876,170,426,179,3.0865,115895,119800,INLAND
-122.47,37.76,40,3525,941,1675,857,3.2083,300155.04,330000,NEAR BAY
-122.44,37.79,52,1903,461,831,433,4.4464,442322.34,500001,NEAR BAY
-122.19,37.75,28,856,189,435,162,0.8012,113477,81800,NEAR BAY
-118.41,33.88,34,1471,308,498,264,7.0842,432262.33,500001,<1H OCEAN
-120.98,37.67,13,1221,260,682,275,3.65,141687,155500,INLAND
-118.48,34.16,30,3507,536,1427,525,6.7082,403510.2,500001,<1H OCEAN
-117.68,34.04,27,574,103,321,103,3.9107,158773.99,186500,INLAND
-118.6,34.21,19,2581,857,2004,784,2.6159,193298,182300,<1H OCEAN
-117.65,34.08,38,2750,572,1410,483,3.3836,136163,144900,INLAND
-117.23,33.68,10,3659,650,1476,515,3.8869,210585.01,125900,<1H OCEAN
-117.3,34.54,31,1174,360,1161,328,1.06,71055,56500,INLAND
-118.24,33.97,41,1182,346,1644,346,2.1473,120000,115100,<1H OCEAN
-122.48,37.74,52,2285,435,1211,442,4.0208,323006.01,323100,NEAR OCEAN
-120.88,37.57,22,1440,267,774,249,3.9821,143122,204300,INLAND
-120.84,35.33,15,3276,670,1520,613,3.6412,212821,207800,NEAR OCEAN
-118.34,33.92,29,1475,349,965,370,3.3558,199667,199600,<1H OCEAN
-118,33.9,35,1758,309,972,338,4.3831,203825,209800,<1H OCEAN
-115.22,33.54,18,1706,397,3424,283,1.625,81222,53500,INLAND
-119.84,36.54,19,1310,241,702,217,2.4375,84588,78200,INLAND
-118.8,34.15,9,1143,179,647,180,6.8474,389967.31,356700,NEAR OCEAN
-121.91,36.61,30,2755,597,1519,554,3.2952,246692.01,234600,NEAR OCEAN
-122.33,37.57,27,3085,876,1453,896,3.4333,299729.02,290000,NEAR OCEAN
-121.03,39.26,49,3739,759,1422,606,2.4283,107270,143100,INLAND
-121.87,36.61,21,1616,400,688,384,4.2109,245099.01,278800,<1H OCEAN
-117.91,33.93,21,2578,363,1207,350,6.2452,301300.02,291700,<1H OCEAN
-122.21,38.28,35,1273,210,555,181,4.4861,188158,269300,NEAR BAY
-122.06,40.55,17,3057,577,1497,556,3.5189,118412,101000,INLAND
-118.85,34.14,24,1999,244,759,247,8.7657,452578.61,366300,<1H OCEAN
-118.31,33.73,36,1725,295,799,306,5.0874,305972.02,368500,NEAR OCEAN
-117.07,33.11,17,5565,1237,3004,1139,3.0054,159136,142300,<1H OCEAN
-117.19,32.86,19,3716,563,1788,587,5.2113,221221.01,267400,NEAR OCEAN
-121.3,38.75,36,3903,885,2313,804,2.655,98020,86300,INLAND
-122.27,41.2,52,4513,985,1926,815,1.5923,82649,56000,INLAND
-117.18,32.82,25,1756,301,722,312,4.5625,216467.01,162300,NEAR OCEAN
-121.31,38.01,22,2575,680,1367,645,1.4274,82857,90500,INLAND
-122.91,39.05,20,1128,229,621,210,3.2216,113643,93500,INLAND
-120.43,37.32,16,1170,178,566,181,5.2522,147511,125300,INLAND
-119.19,36.14,41,759,140,408,129,3.9,97309.97,85900,INLAND
-121.06,37.18,30,2603,507,1491,473,3.0909,123547,123400,INLAND
-122.36,37.59,20,2638,854,1352,718,3.5125,317462.07,350600,NEAR OCEAN
-118.32,33.99,49,1407,269,889,283,1.9779,119628,114200,<1H OCEAN
-119.71,36.76,28,2675,527,1392,521,2.3108,72565,72000,INLAND
-121.34,38.67,34,1503,264,731,285,4.0352,121782,118500,INLAND
-121.12,37.48,5,4109,820,3062,713,3.2396,134532,125200,INLAND
-117.67,33.64,11,2722,554,1565,508,5.1645,251639,164100,<1H OCEAN
-119.82,36.76,46,2194,563,924,542,1.4028,71670,68500,INLAND
-121.82,37.23,23,4487,584,2024,580,7.5218,365952.04,291500,<1H OCEAN
-120.76,37.61,30,816,159,531,147,3.2604,129425,87900,INLAND
-118.35,33.92,29,736,232,584,231,3.6167,208899,200000,<1H OCEAN
-119.45,36.48,38,402,86,311,87,3.1719,93130.99,106300,INLAND
-117.26,32.85,42,1761,329,480,255,5.3787,340739.1,500001,NEAR OCEAN
-122.41,37.61,42,1602,262,705,255,5.7398,372783.03,336400,NEAR OCEAN
-117.28,34.06,2,1658,290,868,304,5.1365,131774,136700,INLAND
-117.91,33.61,27,1797,343,435,203,5.9196,307127.03,500001,<1H OCEAN
-115.5,32.75,13,330,72,822,64,3.4107,95721,142500,INLAND
-121.28,38.61,22,2938,619,1501,561,2.7356,108882,96100,INLAND
-118.29,33.95,32,721,205,842,208,1.6029,106211,89700,<1H OCEAN
-121.93,37.32,51,2711,728,1607,724,3,251149.06,184700,<1H OCEAN
-122.09,37.86,27,5484,760,2212,770,7.6202,389552.06,402600,NEAR BAY
-118.14,33.89,37,1159,238,740,243,4.9107,207935,179600,<1H OCEAN
-122.4,37.6,52,1380,203,530,210,6.221,371277.13,420300,NEAR OCEAN
-117.33,34.13,18,3009,740,2317,659,1.6375,80693,72400,INLAND
-118.27,34.68,19,552,129,314,106,3.2125,139394.98,185400,INLAND
-122.29,37.52,33,4104,751,1837,771,5.3506,368273.05,388100,NEAR OCEAN
-118.42,33.99,35,1701,482,1428,494,3.725,299349.03,284600,<1H OCEAN
-119.19,34.16,35,2733,510,1814,511,4.4187,315385.04,183400,NEAR OCEAN
-121.01,37.74,14,2368,297,796,301,8.7783,403368.22,435000,INLAND
-118.44,35.13,34,1170,290,602,266,1.7917,67438,80000,INLAND
-118.14,34.01,36,702,210,834,216,2.25,170933,162500,<1H OCEAN
-117.93,34.01,23,3188,836,3883,840,2.1863,169703.01,157600,<1H OCEAN
-118.17,33.96,29,2913,787,3803,740,2.5556,156341,146500,<1H OCEAN
-117.27,33.23,5,20908,3933,9690,3510,4.1405,223628.02,198500,<1H OCEAN
-117.02,32.84,17,4013,673,2263,661,5.131,203355,148300,<1H OCEAN
-117.11,34.43,14,3026,556,1349,485,2.8021,107981,111200,INLAND
-118.14,34.72,15,2181,361,1057,300,4.625,150461,118100,INLAND
-117.98,33.81,28,3528,816,2304,764,2.582,174827,181800,<1H OCEAN
-121.98,37.24,35,3574,485,1325,476,8.5425,496829.94,500001,<1H OCEAN
-117.14,32.71,39,1647,478,2176,479,1.7642,101324,82900,NEAR OCEAN
-118.01,33.84,29,3740,691,1724,638,3.9628,204242,215600,<1H OCEAN
-118.32,33.91,33,1729,396,1073,344,4.2083,205869,180500,<1H OCEAN
-117.25,33.22,26,2010,347,1160,331,3.9815,231317.04,142600,<1H OCEAN
-124.05,40.59,32,1878,340,937,353,3.4408,135017,95200,<1H OCEAN
-117.72,34,15,4363,690,2410,666,5.4824,196180,179700,INLAND
-121.28,38.76,47,2901,631,1276,578,2.1366,94320,101900,INLAND
-122.28,37.81,17,924,289,609,289,1.5,130002,162500,NEAR BAY
-117.1,32.97,17,3167,861,2098,828,2.4459,130419,85800,<1H OCEAN
-119.18,34.28,17,4526,717,2088,655,5.6885,318031.04,268200,NEAR OCEAN
-122.3,40.58,19,1043,204,505,183,1.6033,71797,98800,INLAND
-121.87,37.35,52,1557,424,1580,434,2.3277,217206.08,183700,<1H OCEAN
-119.75,36.72,22,3247,859,4179,881,1.3343,69731,60800,INLAND
-117.2,33.15,11,4091,864,1927,765,3.0139,167899,199000,<1H OCEAN
-122.03,37.53,18,1746,437,1268,404,3.256,194660,183300,NEAR BAY
-117.76,33.79,4,8974,1268,3754,1241,8.2653,385091.05,374000,<1H OCEAN
-121.45,38.57,52,3994,635,1295,625,5.1169,291937.05,232500,INLAND
-120.25,37.23,34,1656,328,1110,332,2.1845,79404,59900,INLAND
-121.36,38.63,30,2619,370,940,359,4.7283,164518,164500,INLAND
-121.24,38.7,13,3243,488,1585,480,5.7133,225961,166800,INLAND
-120.87,37.05,29,4176,779,2092,741,2.595,95683,104200,INLAND
-118.22,33.88,35,998,313,1335,311,1.6574,99784,102500,<1H OCEAN
-118.89,34.33,23,366,62,265,66,3.125,170980,375000,<1H OCEAN
-122.26,37.88,52,2551,417,894,404,6.2425,383274.12,391800,NEAR BAY
-118.22,33.86,16,8732,1489,3944,1493,5.1948,249316,203500,<1H OCEAN
-118.15,33.86,34,2403,413,1385,386,4.4934,221827,213800,<1H OCEAN
-118.35,34.21,39,1470,312,1047,284,3.275,189944,181400,<1H OCEAN
-122.66,38.48,21,2066,393,919,395,3.267,190390.01,176200,<1H OCEAN
-117.9,34.06,33,1701,290,831,275,5.4469,230695,274700,<1H OCEAN
-121.35,38.58,20,2992,378,1105,368,8.6572,373021.06,320200,INLAND
-118.27,33.94,38,1314,318,1080,285,1.5872,94841,89800,<1H OCEAN
-118.47,34.03,32,3024,784,1323,740,3.3889,311970.03,347900,<1H OCEAN
-118.68,34.13,9,11251,1594,3029,1227,6.7273,347852.17,500001,<1H OCEAN
-116.95,33.31,16,2921,639,1838,540,2.2393,137802,117000,<1H OCEAN
-121.32,38.57,25,692,146,504,167,3.6897,138553,101100,INLAND
-119.74,36.76,36,912,216,842,219,1.4766,54827,52800,INLAND
-115.48,32.8,21,1260,246,805,239,2.6172,111221,88500,INLAND
-120.45,34.71,21,1868,268,522,255,6.4678,410148.39,249300,NEAR OCEAN
-122.45,37.72,51,2690,554,1795,539,3.6581,282908,225000,NEAR BAY
-121.64,36.67,28,256,66,214,60,3.0197,159353,137500,<1H OCEAN
-122.16,37.71,37,1507,242,632,253,4.5553,231942,191000,NEAR BAY
-118.11,34,38,2573,484,1568,459,3.0208,181791,193700,<1H OCEAN
-119.88,36.93,12,3174,520,1590,488,4.5347,117495,101200,INLAND
-119,36.06,41,937,158,396,142,4.0833,131248.95,81300,INLAND
-118.29,33.93,41,896,198,605,168,2.2778,120640,128100,<1H OCEAN
-115.9,32.69,18,414,86,98,54,1.5417,84236,57500,INLAND
-118.12,33.95,35,1604,280,802,280,5.752,257514,291000,<1H OCEAN
-117.24,33.38,16,2792,525,1696,516,3.668,192323,171200,<1H OCEAN
-118.14,33.91,36,1096,204,569,201,4.475,186431,182300,<1H OCEAN
-117.98,33.89,18,2939,437,1278,435,7.1425,333857.02,393700,<1H OCEAN
-117.06,32.68,41,2665,515,1664,512,2.375,118273,113500,NEAR OCEAN
-119.76,36.77,38,3804,814,2142,816,2.1439,71102,60200,INLAND
-122.16,37.47,33,3687,852,3091,852,2.6506,190443,162600,NEAR BAY
-117.95,33.87,34,1599,296,938,307,4.285,205462,184900,<1H OCEAN
-119.03,35.35,34,1441,294,695,275,2.6875,74424,73700,INLAND
-122.13,37.75,36,768,93,229,93,5.3602,278814.04,330000,NEAR BAY
-122.35,37.96,36,2191,531,1563,524,2.5164,146240,114200,NEAR BAY
-122.07,37.37,22,3770,727,1657,762,4.8021,292436.06,457500,NEAR BAY
-121.82,37.33,23,3279,647,2582,630,4.3782,200043,175800,<1H OCEAN
-118.95,34.19,24,2719,434,1318,424,4.675,227412,228800,<1H OCEAN
-122,38.35,34,432,65,208,71,5.5435,219687.01,136000,INLAND
-122.19,37.78,52,2492,415,1109,375,4.3125,267326.03,164400,NEAR BAY
-120.06,36.98,12,2710,575,1724,516,1.4712,81592,60400,INLAND
-124.08,40.87,29,1710,469,990,425,1.1479,95163,101100,NEAR OCEAN
-118.99,35.32,35,1576,405,870,282,1.6575,65253,59500,INLAND
-118.47,34.3,16,2495,551,2314,567,3.6736,182178,192200,<1H OCEAN
-122.13,40.01,21,916,194,451,178,2.125,81649,63300,INLAND
-118.13,33.76,44,2532,621,961,550,3.9352,363216.14,406900,NEAR OCEAN
-117.25,32.74,36,1240,310,577,319,2.6625,213345,248200,NEAR OCEAN
-117.62,34.44,6,8884,1687,3767,1334,3.599,141259,140200,INLAND
-124.27,40.69,36,2349,528,1194,465,2.5179,106470,79000,NEAR OCEAN
-119.7,34.42,41,725,239,582,214,3.1667,204420,362500,<1H OCEAN
-118.35,34,46,3402,503,1389,504,5.3462,335189.08,270400,<1H OCEAN
-120.67,38.19,17,2967,611,1387,564,2.0417,100008,92600,INLAND
-116.22,33.7,9,3861,849,825,401,3.2833,133822,124700,INLAND
-118.4,34.01,48,1427,253,693,268,5.7405,356283.03,351600,<1H OCEAN
-118.4,33.86,18,5152,1365,2286,1243,5.1677,429484.48,380800,<1H OCEAN
-120.33,39.3,16,868,178,44,21,3,134532,175000,INLAND
-117.61,33.45,6,950,184,426,186,4.7237,203537.01,220700,NEAR OCEAN
-117.99,33.94,34,1519,301,758,304,4.3125,210108,214000,<1H OCEAN
-118.53,34.38,18,2288,607,2305,597,3.227,192573,136100,<1H OCEAN
-120,38.92,17,1106,207,466,180,3.3295,128131,126600,INLAND
-117.97,34.05,36,931,160,746,201,3.1667,167535,158000,<1H OCEAN
-121.25,38.05,25,1967,362,1035,361,3.5735,124380,106800,INLAND
-122.1,37.88,35,3701,528,1511,517,7.2315,403126.17,367100,NEAR BAY
-119.78,36.65,27,1226,240,706,211,2.77,86818,68400,INLAND
-118.02,34.62,38,248,55,261,53,2.1413,95788,96900,INLAND
-118.32,34.17,40,1868,356,799,403,2.9306,226620,279300,<1H OCEAN
-117.38,33.99,52,1797,332,905,313,2.7054,97518,141700,INLAND
-121.88,38.03,10,2769,619,1045,469,4.1111,155598,158600,INLAND
-119.23,34.27,22,3536,615,1650,612,4.2381,240509,229300,NEAR OCEAN
-118.21,33.92,41,1722,363,1432,326,3.2976,153641,151200,<1H OCEAN
-121.71,39.71,17,2748,556,1174,514,3.066,102020,102600,INLAND
-122.29,37.91,38,2591,424,905,378,5.1691,320330.06,263200,NEAR BAY
-117.96,33.83,30,2838,649,1758,593,3.3831,189032,197400,<1H OCEAN
-118.02,34.04,28,6175,1449,5041,1408,2.8821,167570,158100,<1H OCEAN
-118.36,33.88,33,2408,534,1644,523,4.2454,288523.01,236800,<1H OCEAN
-116.95,33.79,8,10997,2205,5060,1949,2.1979,117344,95300,INLAND
-117.7,33.47,21,2208,534,1423,482,3.5915,213123.09,305600,<1H OCEAN
-118.46,34,39,614,174,538,159,2.3542,271047.08,235700,<1H OCEAN
-118.57,34.21,36,878,167,499,179,4.1181,212138,190400,<1H OCEAN
-122.09,37.68,41,1382,353,704,314,3.5114,166938,197500,NEAR BAY
-117.42,34.08,21,4460,930,2657,839,2.7569,104811,127500,INLAND
-122.31,38.32,33,2463,421,1235,465,3.7045,170123.01,161500,NEAR BAY
-117.98,34.01,27,2643,418,1344,381,5.7057,257303,262100,<1H OCEAN
-123.84,40.28,28,2809,605,1093,438,2.0962,91875,74000,<1H OCEAN
-120.98,37.65,36,826,167,432,150,2.5,105759,103100,INLAND
-121.9,37.28,26,3756,,1408,535,5.6427,282871,320000,<1H OCEAN
